document_id,extension,size_bytes,extraction_attempted,extraction_method,tokenization_attempted,residual_high_confidence_pi_pattern_count,blocked_for_ai_extraction,needs_operator_review,status
doc_a9f02a0099fdc67e,.pdf,126163,False,not_attempted,False,0,True,True,duplicate
doc_376f2c04ddd59dc8,.pdf,60326,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_f9e1a4b7a697248c,.pdf,59941,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_494acd8832261b1d,.pdf,152003,False,not_attempted,False,0,True,True,duplicate
doc_7d857ce2b4f52902,.pdf,143069,False,not_attempted,False,0,True,True,duplicate
doc_786977520f760723,.pdf,75564,False,not_attempted,False,0,True,True,duplicate
doc_8b4b18765ca288bc,.pdf,120036,False,not_attempted,False,0,True,True,duplicate
doc_aa3da243d997ca47,.pdf,126163,False,not_attempted,False,0,True,True,duplicate
doc_28116b1d0ce9e394,.pdf,126163,False,not_attempted,False,0,True,True,duplicate
doc_627873b71564c417,.pdf,78960,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_ffabe2adc9f36bb0,.pdf,87115,False,not_attempted,False,0,True,True,duplicate
doc_7d4bee31a8b8e140,.pdf,150555,False,not_attempted,False,0,True,True,duplicate
doc_bbda9d39e33dca95,.pdf,143069,False,not_attempted,False,0,True,True,duplicate
doc_72eb52f762594ab1,.pdf,78961,False,not_attempted,False,0,True,True,duplicate
doc_77bc6e8e9c671d61,.pdf,5958458,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_cc36f7135f053e12,.pdf,1881874,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_897b6fe7cae48827,.pdf,459322,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_7ba515043f58b908,.pdf,1283192,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_32b4c7849dc2952e,.pdf,1172393,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_5feb38dd4738ece8,.pdf,1648422,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a73ca1d66a399682,.pdf,131440,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_bf15cbb8acc630b3,.pdf,26368,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_286f60799668acbe,.pdf,274812,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_b807cb269829d0ac,.pdf,18997,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_2e8dc3be6fa762fd,.pdf,815765,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a00d78d033395ab4,.pdf,21040,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_35f90078f21838f7,.pdf,1344287,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_29cda08eb360461c,.pdf,42317,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_f32fac42c1c16d8d,.pdf,423608,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_13ac132f064e2167,.pdf,695101,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_22af5f47b7ff8b95,.pdf,259825,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_d7d5388143ecb6ca,.pdf,3072501,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_968862304f77db0e,.pdf,3314294,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_f9252d7cd043b890,.pdf,4646890,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8c25cc87caceb70d,.pdf,4594862,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_5310c14465cf50c1,.pdf,127678,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_5999ec652a9746f8,.tif,207749,True,image_ocr_unavailable,False,0,True,True,extraction_unavailable
doc_5c9360bacfd1f535,.pdf,3226679,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_784297d9c448a6cf,.tif,46625,True,image_ocr_unavailable,False,0,True,True,extraction_unavailable
doc_a98a1fd03812bd8c,.pdf,121339,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_1f5f0b05f6d3a0a5,.pdf,7578912,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_b003a0481bc98b2e,.pdf,783268,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_122f7f0a3bb1897f,.pdf,948680,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_4617453670496ede,.pdf,974417,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_26183a4e057e65fc,.pdf,2780723,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_f1bfd803fa83fe85,.pdf,672151,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_cd62e194fb35c0cc,.docx,14489,True,python_docx,True,0,False,False,ready_for_ai_extraction
doc_0ceb5140630e6226,.pdf,248524,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_264accc2150796da,.pdf,1452842,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_543c115fc9258e87,.pdf,697139,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_499dd27c4d54a2e4,.pdf,286245,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_70e780c811c81e8f,.pdf,388310,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_6faddd21aacbb407,.pdf,4855028,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_72755eae8d5954e6,.pdf,464239,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_9dcb89bfd1c0e027,.pdf,105956,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_16fcabf126454355,.pdf,2602834,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_4d1468c639793a64,.pdf,43187,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8cd64495111fbdf4,.pdf,417429,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a493e0afa36fd928,.pdf,147423,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_23c6fbdb7a1bdc91,.pdf,403917,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_ed22655c1d9a3eb7,.pdf,142740,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_71ec65e68ad87985,.pdf,406054,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_d54376dc5832c9fc,.pdf,163754,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_e197ef21aae54ac0,.pdf,283385,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_d3e931f86dd890b4,.pdf,731795,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_b01446ba2b744f04,.pdf,413859,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a37042d795369ad8,.pdf,591085,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8068b376ccfef880,.pdf,310894,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_eb4b101361745e38,.docx,2036329,True,python_docx,False,0,True,True,extraction_unavailable
doc_225f899aaf8f70d0,.pdf,2718373,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_6400e38e56a5027f,.pdf,1138180,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_c751154a85e1fc13,.jpg,201004,True,pytesseract,True,0,False,False,ready_for_ai_extraction
doc_0e11f5b8f7f7340e,.jpg,151490,True,pytesseract,True,0,False,False,ready_for_ai_extraction
doc_27e28004f9c37bba,.pdf,798221,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_bdc3ef9b2c94e55e,.pdf,4748265,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_b9203894bb1168e8,.pdf,325063,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_7aa31e928eb0ee5c,.pdf,403419,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_f34f7917177b2eb1,.pdf,268307,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8a2cce03d61cc7ed,.pdf,126610,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_93302ef9b03118ff,.rtf,43845,True,text_utf-8,True,0,False,False,ready_for_ai_extraction
doc_f801ced270466216,.rtf,44865,True,text_utf-8,True,0,False,False,ready_for_ai_extraction
doc_9da39515979218e3,.rtf,48033,True,text_utf-8,True,0,False,False,ready_for_ai_extraction
doc_775a840dded5da7f,.pdf,342459,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_19297aaba4d5af4e,.pdf,344598,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_eb1ec9dea962c9a0,.docx,15050,True,python_docx,True,0,False,False,ready_for_ai_extraction
doc_2e98a1e93bd4b3a7,.jpg,5069524,True,pytesseract,True,0,False,False,ready_for_ai_extraction
doc_9cf2881ef57265e9,.pdf,3065016,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_317b575bb1ca6962,.jpg,5069524,False,not_attempted,False,0,True,True,duplicate
doc_49fc641aebfd99d2,.pdf,331609,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_06e59cef1f7d1bb5,.pdf,3984554,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_fcbf45cf02add994,.pdf,80007,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_46cfb15ab63f493c,.pdf,297666,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_6f68c493516e66a2,.pdf,4519280,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_2d93daed5a26411e,.pdf,81787,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_c60069b7919e56a9,.pdf,214709,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_091822a0986ff532,.pdf,3636389,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_3202983e5dd19fa2,.pdf,77617,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_ca6185e67bbeba41,.pdf,208357,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_11e4fa5f390f79ad,.pdf,13923923,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_6d133ed74d4e2c2e,.pdf,79977,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_826dc46223ad09a9,.pdf,252634,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_67643d25f7d51a78,.pdf,3943039,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_577bee0f05296274,.pdf,81236,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_867139580ad83e12,.pdf,210411,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_676024ad5cbb7133,.pdf,3342822,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a3c93d015dc87146,.pdf,80222,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_73aa7dd5afde8323,.pdf,3632462,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_620ecb7bf6bb5d5f,.pdf,177302,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_21f4127149c29f2f,.pdf,5331120,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_49dbdf78d4b61ae4,.pdf,172777,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_5219477e02434b9d,.pdf,231139,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_55decc874b78bd23,.pdf,246360,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_3406485af7a20186,.pdf,227940,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a008fa5faa47184a,.pdf,177562,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_76b3ead91d6e3412,.pdf,240298,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_bae3484761db43b9,.pdf,309834,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_ce3bc2810679005b,.pdf,118926,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_45d970847a4cebdc,.pdf,47450,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_4379256a62c005b1,.pdf,234808,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_935ee8ced7455885,.pdf,255011,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_3d2a7ff516474403,.pdf,161460,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_97f50596d5c6e1ee,.pdf,521998,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_4b88792b74237f5d,.pdf,469846,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_7738485685ece2ec,.jpg,205301,True,pytesseract,False,0,True,True,extraction_unavailable
doc_3e58936ec8d9703c,.jpg,210026,True,pytesseract,False,0,True,True,extraction_unavailable
doc_4f8257d1f3424f76,.jpg,208314,True,pytesseract,True,0,False,False,ready_for_ai_extraction
doc_2dc1280738c94245,.pdf,329360,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_229b7a5de0d7e56e,.pdf,106241,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a6f1440e40790c2d,.tif,27064,True,pytesseract,True,0,False,False,ready_for_ai_extraction
doc_5060c4318c6670d3,.pdf,201872,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_d669c59f40c03522,.pdf,4260266,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_084d7d40b935e001,.pdf,501360,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_0c099af0212c9795,.pdf,890250,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_cefc74d257360e7c,.pdf,731794,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_293971ea34c417c5,.pdf,1178933,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_67b94c8dd9aaab12,.pdf,738144,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_de2f7922e607ecd6,.pdf,2878998,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_db81ff91300b37f2,.pdf,1720880,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_bf2f43b8016cb785,.pdf,94595,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_684e91cdbb32a231,.pdf,126163,False,not_attempted,False,0,True,True,duplicate
doc_630e82dd856f41ae,.pdf,101014,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_bb4dfb91dc3299ad,.pdf,62887,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_9c1214ae38532989,.pdf,80831,False,not_attempted,False,0,True,True,duplicate
doc_596fb21d956c4cf4,.pdf,87115,False,not_attempted,False,0,True,True,duplicate
doc_93e0bd5b148823a5,.pdf,79709,False,not_attempted,False,0,True,True,duplicate
doc_9af0dff87c8cc384,.pdf,77963,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_c9052d0d9764c853,.pdf,72163,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_ba5506e9d9193fd5,.pdf,66424,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_5bad4139fe3128cb,.pdf,104501,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_b1bd65d0bbfe2e06,.pdf,1743058,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_33693826ddab2770,.pdf,57779,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_28c1948588e10296,.pdf,64098,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_7c285e344d958590,.pdf,59689,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8e06d8ef5dfec0b1,.pdf,61616,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_61846c64ff2a5087,.pdf,60326,False,not_attempted,False,0,True,True,duplicate
doc_c5ad98d373e01e06,.pdf,60986,False,not_attempted,False,0,True,True,duplicate
doc_50ff75e58dab67d6,.pdf,61194,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_110faabdca419cec,.pdf,60673,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_47817f1829221a8b,.pdf,62138,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_679570d37430622a,.pdf,61440,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_4c939f6a16899bb3,.pdf,60440,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_652aa0dca4ae6fa4,.pdf,61443,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_b8b220fd0f75cb7d,.pdf,59957,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_409c0c196f89ee3d,.pdf,54838,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_19cee78f18352892,.pdf,59716,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_9410692d915a1166,.pdf,59074,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_f2c6062355ee812c,.pdf,59848,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a627b668e531987b,.pdf,59447,False,not_attempted,False,0,True,True,duplicate
doc_adf85f961070c743,.pdf,57222,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_14a0e285bdc36979,.pdf,58621,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_9ba365a99cbb3b5e,.pdf,63235,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_de16bfdebdeab8e7,.pdf,63523,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_3f406a186e4d1b04,.pdf,61096,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_c239e171010f4104,.pdf,55092,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_38209fd85673fd96,.pdf,55711,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_85bcd298c10d5672,.pdf,58603,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a887c686f0d6d9ef,.pdf,58232,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_16972b7323cc34ce,.pdf,55405,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_50339f7b8d2d779e,.pdf,54501,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_cb86764e6ebed5e9,.pdf,60754,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_826192ccec8304f6,.pdf,58920,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_baec0548a5c1d0b8,.pdf,58031,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_c9e0b5624134f514,.pdf,58223,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_2e34d61f526989cc,.pdf,57383,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_6da4b3e87823f78b,.pdf,60697,False,not_attempted,False,0,True,True,duplicate
doc_bdffc067c898399a,.pdf,63425,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_e1fa8d1b419a76b0,.pdf,59839,False,not_attempted,False,0,True,True,duplicate
doc_9ac69a3c809290c7,.pdf,62216,False,not_attempted,False,0,True,True,duplicate
doc_f0b20322f8e6da67,.pdf,59871,False,not_attempted,False,0,True,True,duplicate
doc_1b6bfa86e1416b32,.pdf,62658,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_82126b6863e161f2,.pdf,56108,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_9a98ab61a4c4087d,.pdf,57235,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_fe8101d912f39735,.pdf,55765,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_039c5d929e0e7e59,.pdf,60759,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_282ae22057925164,.pdf,61655,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_616c5ac7f86de9c7,.pdf,61350,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_734e6574e7e00444,.pdf,56638,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_34e44e6ac2b92baa,.pdf,59682,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_508091aa3df55a44,.pdf,58581,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_2098064df6c75fce,.pdf,59727,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_17ca1c0d14923285,.pdf,57010,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_d747cbacfbcb1214,.pdf,56654,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_d4974a7147f394ad,.pdf,57604,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_1c4f718ce375582f,.pdf,55922,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a985c043662fdf58,.pdf,59778,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_387c652b4ccd3d1c,.pdf,58675,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_95500789d4c33c6a,.pdf,59320,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_15614fa50186858b,.pdf,56278,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_c391fff188151988,.pdf,56246,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_a59ccf6434a11ea7,.pdf,60210,False,not_attempted,False,0,True,True,duplicate
doc_aabbbc91381a6625,.pdf,56160,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_76857930f2a658ac,.pdf,57037,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_332df2d11d1c3a4f,.pdf,58591,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8f842aabde40843e,.pdf,59319,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_9f9c1f4cede74a69,.pdf,59010,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_164396d847d52f93,.pdf,56925,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_462ef37be1e18aeb,.pdf,59447,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_eca17b845b393da4,.pdf,59403,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_0684a9aeb49e98e2,.pdf,58681,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8f3a582aa9bf371f,.pdf,58737,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_115d84e8df98d92b,.pdf,58623,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_67403fefe0ec3934,.pdf,58187,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_0a9d0bc941d5fdf3,.pdf,57315,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_79690b9a10a4424b,.pdf,56050,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_868592f23aff5be5,.pdf,59023,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_ca1150e5f23b9d11,.pdf,57181,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_7f6983f59e66cca0,.pdf,63312,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_9dcc6bb5aeefd0fe,.pdf,60829,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_ef27b9c41b34d8d5,.pdf,57913,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_2975a20a8114131d,.pdf,60661,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_44fa698812db7f53,.pdf,57129,False,not_attempted,False,0,True,True,duplicate
doc_94aedd29c2c61986,.pdf,59113,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_0b7940dc37e0ce9b,.pdf,63736,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_cb4a0a9344d65704,.pdf,56900,False,not_attempted,False,0,True,True,duplicate
doc_5f619dddb7dfa640,.pdf,57341,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_77ddde926439c13d,.pdf,6641343,False,not_attempted,False,0,True,True,duplicate
doc_b1b7113c20b95331,.pdf,998245,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_bedfd53385b6692d,.pdf,1250727,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_8e4b8fe8f2f72c40,.pdf,1358467,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_70a1b6913b2de3c2,.pdf,1331699,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_85cf585dc407e030,.pdf,60097,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_621b764568d2a548,.pdf,59872,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_f2834b18f9688a96,.pdf,58345,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_6f042776c7b1f2dd,.pdf,63831,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_436a9198366427cd,.pdf,59037,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_976f3cf18f58e334,.pdf,60841,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_d5d90e8672ad508d,.pdf,58040,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_04de0b5de86d031f,.pdf,58118,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_c252ee5192f84d6b,.pdf,59968,False,not_attempted,False,0,True,True,duplicate
doc_27a09b739fea3e23,.pdf,60657,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_eadc28a8ad085704,.pdf,60428,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_039204b310c7fbf9,.pdf,61690,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_1063292258e503cd,.pdf,61220,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
doc_24af7e37bf5578fe,.pdf,59855,True,pdf_text_extraction_unavailable,False,0,True,True,extraction_unavailable
